TEAM_ID,TIME_STAMPING,PACKET_COUNT,ALTITUDE,PRESSURE,TEMP,VOLTAGE,GNSS_TIME,GNSS_LATITUDE,GNSS_LONGITUDE,GNSS_ALTITUDE,GNSS_SATS,ACCEL_R,ACCEL_P,ACCEL_Y,GYRO_R,GYRO_P,GYRO_Y,FLIGHT_STATE,HUMIDITY,UV_INDEX,LIGHT_INTENSITY,ROTOR_RPM,MAG_R,MAG_P,MAG_Y,MODE,CMD_ECHO
2026-INSPACe-CAN-7USAT-036,00:01:14,75,703.9,941.4,23.4,7.56,00:01:14,28.6127,77.2296,703.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.3,3.6,158.3,2054.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:15,76,699.6,940.9,23.9,7.59,00:01:15,28.6125,77.2298,699.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,40.1,3.6,172.3,2062.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:16,77,702.4,938.4,23.3,7.59,00:01:16,28.6133,77.2296,702.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.2,3.7,175.4,2141.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:17,78,698.4,938.7,23.5,7.62,00:01:17,28.6126,77.2292,698.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.2,3.7,177.5,2237.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:18,79,697.9,941.3,24.8,7.6,00:01:18,28.6126,77.2295,697.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.8,2.5,161.2,2180.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:19,80,696.9,941.9,24.4,7.56,00:01:19,28.6131,77.2297,696.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.7,2.4,170.9,2233.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:20,81,703.1,941.9,23.5,7.58,00:01:20,28.6134,77.2291,703.1,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.5,2.6,247.9,2189.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:21,82,696.0,939.4,24.1,7.62,00:01:21,28.6126,77.2299,696.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.0,3.5,222.0,2056.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:22,83,696.5,941.8,23.3,7.64,00:01:22,28.6126,77.2296,696.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.1,3.3,177.3,2113.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:23,84,695.5,939.8,24.3,7.63,00:01:23,28.6128,77.2296,695.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.8,2.0,195.5,2170.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:24,85,701.1,940.9,24.9,7.57,00:01:24,28.6128,77.2295,701.1,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.3,2.2,247.2,2110.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:25,86,701.0,938.7,23.3,7.63,00:01:25,28.6133,77.2296,701.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.5,2.4,196.9,2090.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:06,7,700.8,940.1,23.0,7.61,00:00:06,28.6129,77.229,700.8,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.7,3.3,247.9,2063.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:07,8,695.4,938.4,24.9,7.57,00:00:07,28.6133,77.2296,695.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.3,3.9,200.9,2179.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:08,9,700.3,940.2,23.0,7.61,00:00:08,28.613,77.23,700.3,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.6,3.4,196.1,2226.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:09,10,704.1,938.9,24.6,7.58,00:00:09,28.6124,77.2296,704.1,9,0.12,0.08,9.81,12.4,8.7,3.2,5,42.5,3.6,180.9,2195.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:10,11,702.7,942.0,23.6,7.65,00:00:10,28.613,77.2297,702.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.2,2.8,184.3,2154.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:11,12,698.0,941.8,23.8,7.59,00:00:11,28.6124,77.2296,698.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,40.2,2.7,213.4,2196.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:12,13,697.5,939.9,23.3,7.63,00:00:12,28.6126,77.2299,697.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.5,3.3,159.1,2127.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:13,14,696.0,938.4,24.9,7.63,00:00:13,28.6125,77.2293,696.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.7,2.0,239.9,2165.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:14,15,695.4,941.3,24.3,7.58,00:00:14,28.6124,77.2298,695.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.3,2.5,226.4,2157.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:15,16,700.6,939.6,23.8,7.62,00:00:15,28.6126,77.2299,700.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.9,3.4,182.0,2083.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:16,17,696.5,939.9,24.2,7.59,00:00:16,28.6125,77.2294,696.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.1,3.4,159.6,2225.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:17,18,703.1,942.0,23.4,7.64,00:00:17,28.6129,77.2293,703.1,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.4,2.3,150.8,2195.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:18,19,700.7,939.3,24.0,7.64,00:00:18,28.6129,77.2298,700.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.9,3.7,157.5,2094.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:19,20,696.9,941.8,23.3,7.61,00:00:19,28.6132,77.2297,696.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.8,2.3,235.3,2248.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:20,21,703.7,939.8,23.2,7.62,00:00:20,28.6131,77.23,703.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,42.7,3.7,173.5,2153.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:21,22,700.6,941.6,23.2,7.57,00:00:21,28.6128,77.2299,700.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.1,3.5,156.6,2106.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:22,23,698.2,941.8,23.2,7.55,00:00:22,28.6125,77.2298,698.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,40.5,4.0,238.5,2120.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:23,24,695.6,939.0,24.2,7.55,00:00:23,28.6129,77.2293,695.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.4,2.5,213.0,2206.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:24,25,696.4,941.7,24.8,7.58,00:00:24,28.6133,77.2296,696.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.9,3.7,151.4,2057.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:25,26,701.3,941.2,24.9,7.62,00:00:25,28.6124,77.2293,701.3,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.3,3.5,241.6,2133.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:26,27,704.2,941.1,24.1,7.55,00:00:26,28.6129,77.2296,704.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.5,3.2,163.0,2174.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:27,28,700.6,940.4,24.5,7.58,00:00:27,28.613,77.2291,700.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,42.8,2.3,177.1,2136.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:28,29,699.9,941.0,23.1,7.61,00:00:28,28.6126,77.2295,699.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.7,3.8,208.7,2125.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:29,30,704.0,939.7,23.2,7.57,00:00:29,28.6133,77.2296,704.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.3,2.4,205.8,2249.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:30,31,703.8,938.6,23.4,7.65,00:00:30,28.6131,77.2293,703.8,9,0.12,0.08,9.81,12.4,8.7,3.2,5,42.2,2.9,245.3,2188.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:31,32,699.7,940.6,24.9,7.64,00:00:31,28.6133,77.2299,699.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.9,4.0,169.5,2171.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:32,33,700.3,938.4,23.4,7.56,00:00:32,28.6125,77.2298,700.3,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.3,3.7,154.3,2136.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:33,34,695.2,939.8,24.9,7.61,00:00:33,28.6129,77.2294,695.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.3,2.6,164.3,2089.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:34,35,700.4,938.9,23.1,7.62,00:00:34,28.6131,77.2298,700.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,49.8,3.2,236.8,2063.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:35,36,696.7,941.9,24.7,7.63,00:00:35,28.6127,77.2299,696.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,49.6,2.1,196.5,2236.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:36,37,700.0,941.5,24.9,7.55,00:00:36,28.6128,77.2293,700.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.4,2.9,217.9,2136.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:37,38,700.6,941.1,23.7,7.62,00:00:37,28.6128,77.2298,700.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.6,3.5,207.2,2192.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:38,39,696.0,940.5,23.8,7.65,00:00:38,28.613,77.2297,696.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.1,2.9,209.2,2124.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:39,40,703.2,940.1,23.6,7.63,00:00:39,28.6124,77.2298,703.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.0,3.1,168.0,2207.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:40,41,704.8,938.2,24.0,7.61,00:00:40,28.6127,77.2297,704.8,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.1,4.0,186.5,2094.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:41,42,700.2,938.8,24.0,7.64,00:00:41,28.6134,77.2299,700.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.2,3.3,151.9,2123.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:42,43,698.0,941.6,23.8,7.58,00:00:42,28.6124,77.2295,698.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.4,3.0,161.6,2186.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:43,44,703.0,941.5,23.8,7.57,00:00:43,28.613,77.2296,703.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.5,2.8,182.8,2070.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:44,45,700.5,939.7,23.8,7.62,00:00:44,28.6128,77.2298,700.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.5,2.8,178.9,2168.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:45,46,702.5,941.2,23.1,7.56,00:00:45,28.6125,77.2292,702.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,40.3,2.8,224.7,2217.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:46,47,698.7,938.7,23.2,7.57,00:00:46,28.6132,77.2296,698.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.4,3.7,167.3,2150.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:47,48,704.4,941.5,23.2,7.63,00:00:47,28.6132,77.2291,704.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.0,3.3,187.5,2223.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:48,49,697.6,939.9,24.1,7.61,00:00:48,28.6128,77.2291,697.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,42.9,3.7,179.2,2239.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:49,50,698.7,940.1,24.1,7.6,00:00:49,28.6134,77.2297,698.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.1,3.9,231.4,2233.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:50,51,699.7,940.0,25.0,7.57,00:00:50,28.6129,77.229,699.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.6,2.0,224.5,2211.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:51,52,696.0,939.5,24.6,7.63,00:00:51,28.6131,77.2296,696.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.8,3.7,169.0,2225.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:52,53,704.2,941.2,23.1,7.61,00:00:52,28.6133,77.2291,704.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,42.9,2.3,233.8,2161.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:53,54,703.9,941.6,24.3,7.55,00:00:53,28.6131,77.2297,703.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,42.4,3.4,214.1,2084.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:54,55,698.2,939.2,24.5,7.62,00:00:54,28.6129,77.2298,698.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.2,2.2,211.1,2220.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:55,56,703.3,939.9,23.1,7.6,00:00:55,28.6131,77.2298,703.3,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.0,2.5,201.8,2088.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:56,57,701.5,938.7,24.8,7.56,00:00:56,28.6126,77.2296,701.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.6,3.8,183.7,2129.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:57,58,701.2,940.7,23.5,7.57,00:00:57,28.6131,77.2295,701.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,40.7,2.4,157.4,2191.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:58,59,698.4,940.1,23.9,7.64,00:00:58,28.6128,77.2295,698.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.0,2.9,237.9,2206.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:00:59,60,698.9,938.2,23.9,7.61,00:00:59,28.6126,77.23,698.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.3,3.5,213.7,2117.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:00,61,697.0,939.1,23.1,7.62,00:01:00,28.6128,77.2299,697.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.9,2.7,186.6,2172.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:01,62,700.3,940.5,24.1,7.58,00:01:01,28.6128,77.2294,700.3,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.3,3.5,223.1,2188.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:02,63,695.6,940.4,23.5,7.62,00:01:02,28.6133,77.2291,695.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,42.2,2.4,249.9,2110.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:03,64,700.7,939.2,24.6,7.56,00:01:03,28.6128,77.2293,700.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.4,2.1,199.6,2115.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:04,65,699.0,938.2,24.8,7.61,00:01:04,28.6132,77.2297,699.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,49.6,2.3,223.5,2051.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:05,66,695.2,938.2,24.4,7.62,00:01:05,28.6125,77.2295,695.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.5,3.5,155.1,2064.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:06,67,702.4,938.9,24.7,7.55,00:01:06,28.613,77.229,702.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.6,2.1,150.9,2062.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:07,68,697.4,939.2,23.8,7.6,00:01:07,28.613,77.2293,697.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,41.2,3.5,246.4,2109.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:08,69,698.2,939.2,23.7,7.55,00:01:08,28.6126,77.2297,698.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.9,3.2,239.3,2186.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:09,70,698.0,940.3,23.7,7.65,00:01:09,28.6134,77.2296,698.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.0,3.5,196.7,2152.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:10,71,699.7,938.9,23.9,7.6,00:01:10,28.6127,77.229,699.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.9,3.9,209.4,2174.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:11,72,699.0,940.5,24.5,7.62,00:01:11,28.6126,77.2293,699.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.9,3.0,186.8,2197.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:12,73,699.0,940.9,23.5,7.62,00:01:12,28.6126,77.2294,699.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.5,3.1,176.3,2088.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:13,74,700.8,938.2,24.4,7.57,00:01:13,28.6132,77.2292,700.8,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.7,3.6,181.0,2159.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:14,75,698.6,939.8,25.0,7.63,00:01:14,28.6131,77.229,698.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.0,2.8,181.6,2194.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:15,76,703.4,938.4,24.0,7.64,00:01:15,28.6124,77.2293,703.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.2,3.1,205.5,2218.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:16,77,695.6,939.1,23.8,7.62,00:01:16,28.6131,77.2293,695.6,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.6,3.7,178.9,2128.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:17,78,699.8,938.3,23.7,7.56,00:01:17,28.613,77.2298,699.8,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.0,3.0,164.9,2202.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:18,79,698.5,939.4,24.2,7.56,00:01:18,28.6133,77.2299,698.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.9,2.5,229.1,2149.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:19,80,703.7,938.9,24.7,7.63,00:01:19,28.6133,77.2295,703.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.2,3.4,210.1,2141.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:20,81,704.3,941.2,23.1,7.65,00:01:20,28.6129,77.2296,704.3,9,0.12,0.08,9.81,12.4,8.7,3.2,5,48.5,2.2,154.0,2221.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:21,82,699.4,939.3,23.8,7.63,00:01:21,28.6129,77.2293,699.4,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.5,2.9,204.9,2126.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:22,83,700.9,938.5,24.9,7.59,00:01:22,28.6125,77.2293,700.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,49.1,2.3,236.0,2114.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:23,84,703.7,939.7,23.4,7.64,00:01:23,28.6128,77.2295,703.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,40.3,3.3,195.2,2091.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:24,85,698.0,938.3,24.5,7.61,00:01:24,28.6124,77.2292,698.0,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.3,2.6,210.0,2153.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:25,86,695.7,938.6,23.6,7.62,00:01:25,28.6128,77.2297,695.7,9,0.12,0.08,9.81,12.4,8.7,3.2,5,46.2,3.9,201.2,2081.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:26,87,702.5,941.4,24.0,7.61,00:01:26,28.6129,77.2291,702.5,9,0.12,0.08,9.81,12.4,8.7,3.2,5,45.8,3.4,240.1,2233.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:27,88,703.9,941.4,23.1,7.64,00:01:27,28.6128,77.2299,703.9,9,0.12,0.08,9.81,12.4,8.7,3.2,5,43.0,2.4,163.2,2235.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:28,89,700.1,941.2,23.0,7.65,00:01:28,28.6128,77.2293,700.1,9,0.12,0.08,9.81,12.4,8.7,3.2,5,47.8,2.2,202.5,2168.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:29,90,700.2,941.6,24.6,7.59,00:01:29,28.6133,77.2298,700.2,9,0.12,0.08,9.81,12.4,8.7,3.2,5,44.9,2.6,183.3,2245.0,0.18,0.05,0.41,1,OK
2026-INSPACe-CAN-7USAT-036,00:01:30,91,695.3,939.7,23.9,7.59,00:01:30,28.6132,77.2297,695.3,9,0.12,0.08,9.81,12.4,8.7,3.2,5,49.4,3.1,183.0,2181.0,0.18,0.05,0.41,1,OK
